PlanetNaturalId,HasLocalMarket,HasChamberOfCommerce,HasWarehouse,HasAdministrationCenter,HasShipyard,Gravity,Temperature,Pressure,Fertility,Surface
QR-697c,False,False,False,False,False,1.2545888423919678,-182.73097229003906,21.10363006591797,-1,True
EM-759c,True,True,True,True,False,0.7107865214347839,-143.04119873046875,4.886813163757324,-1,True
JK-776c,False,False,False,False,False,1.0783253908157349,-62.07073211669922,4.7935686111450195,-1,True
RC-040g,False,False,False,False,False,1.826792597770691,-198.9530487060547,0.5827837586402893,-1,False
WC-788b,True,True,True,True,False,1.182884931564331,30.43450927734375,14.784202575683594,-1,True
IC-530f,False,False,False,False,False,2.1385905742645264,-195.8227996826172,1.396470308303833,-1,False
KQ-451c,False,False,False,False,False,0.7301025390625,474.240234375,10.490487098693848,-1,True
LG-758b,False,False,False,False,False,1.1543052196502686,68.56498718261719,0.272859662771225,-1,True
OF-363c,False,False,False,False,False,0.5255045294761658,-119.99829864501953,0.6220117807388306,-1,True
FW-344a,False,False,False,False,False,0.5294503569602966,222.17141723632812,0.4688948094844818,-1,True
JS-367c,False,False,False,False,False,0.6324182152748108,-200.70285034179688,10.296354293823242,-1,True
HM-365c,True,True,True,True,False,0.6248423457145691,-29.283655166625977,1.1957496404647827,-1,True
AW-006b,False,True,True,True,False,0.5186665654182434,61.69826126098633,0.039198923856019974,-1,True
GK-115c,False,False,False,False,False,1.3207619190216064,-195.58053588867188,12.17677116394043,-1,True
CB-045h,False,False,False,False,False,2.8021512031555176,-188.8771514892578,1.897172212600708,-1,False
YI-705a,False,True,True,True,False,1.1271651983261108,-132.90682983398438,2.579289436340332,-1,True
EL-179b,True,True,True,True,False,1.1087377071380615,32.76316452026367,0.12684644758701324,-1,True
YA-711d,False,False,False,False,False,1.0528360605239868,-128.75721740722656,7.248912334442139,-1,True
IC-530d,False,False,False,False,False,1.5268110036849976,-129.9118194580078,107.05235290527344,-1,True
JS-367a,False,False,False,False,False,0.3358933627605438,-149.4143524169922,0.012826518155634403,-1,True
LG-758a,False,False,False,False,False,0.890363335609436,185.9787139892578,0.6867735981941223,-1,True
YA-711c,False,False,False,False,False,0.46031469106674194,-114.48438262939453,0.1818331778049469,-1,True
MG-594a,False,False,False,False,False,0.5642229914665222,106.76148986816406,0.08499593287706375,-1,True
EZ-190g,False,False,False,False,False,2.3613622188568115,-226.92283630371094,1.6114768981933594,-1,False
OY-569e,False,False,False,False,False,1.1096277236938477,-102.40545654296875,25.534727096557617,-1,True
OT-627b,False,True,False,True,False,0.9113910794258118,14.00078010559082,0.13862483203411102,-1,True
OS-456a,False,False,False,False,False,1.2633867263793945,169.95089721679688,46.89989471435547,-1,True
SG-875a,False,False,False,False,False,1.3899154663085938,-126.54417419433594,39.39975357055664,-1,True
JK-749d,False,True,True,True,False,1.3451025485992432,-196.09747314453125,1.5084538459777832,-1,False
NG-164b,False,False,False,False,False,0.6615607142448425,103.67672729492188,2.661466360092163,-1,True
SO-838a,False,False,False,False,False,0.9273727536201477,201.64027404785156,10.397794723510742,-1,True
JK-776f,False,False,False,False,False,0.8843373656272888,-143.42764282226562,1.8567482233047485,-1,False
NG-574a,False,False,False,False,False,0.5907031297683716,178.47474670410156,0.1433039754629135,-1,True
KQ-451h,False,False,False,False,False,2.6273932456970215,-131.3064727783203,1.6406668424606323,-1,False
QR-697d,False,False,False,False,False,0.3404812216758728,-138.3047332763672,0.15531645715236664,-1,True
HY-976d,False,False,False,False,False,1.4434378147125244,-197.10691833496094,21.576101303100586,-1,True
EZ-190f,False,False,False,False,False,1.4667490720748901,-240.5646514892578,0.5014573931694031,-1,False
PB-673e,False,True,True,True,False,2.1887004375457764,-222.1665802001953,1.2143124341964722,-1,False
CB-045f,False,False,False,False,False,0.8117024302482605,-169.61068725585938,1.1322975158691406,-1,False
SO-838e,False,False,False,False,False,1.3050800561904907,-100.40411376953125,89.5419692993164,-1,True
SO-838i,False,False,False,False,False,0.9395610690116882,-197.51097106933594,0.5752047300338745,-1,False
JS-601e,True,True,True,True,False,1.6245954036712646,-58.818382263183594,0.7809399962425232,-1,True
KQ-451f,False,False,False,False,False,0.8366068601608276,-3.4802188873291016,0.6175591349601746,-1,False
JS-367b,False,False,False,False,False,0.3399326205253601,-98.68614196777344,0.10222151130437851,-1,True
OY-569g,False,False,False,False,False,1.4363423585891724,-165.42144775390625,1.1184165477752686,-1,False
XV-158i,False,False,False,False,False,1.4173485040664673,-235.07003784179688,1.7071527242660522,-1,False
SL-132d,False,False,False,False,False,1.0160884857177734,-220.6637420654297,25.736093521118164,-1,True
IC-530c,False,False,False,False,False,0.41857051849365234,-44.09586715698242,1.451007604598999,-1,False
EZ-190d,False,False,False,False,False,0.9498827457427979,-210.21739196777344,0.5237418413162231,-1,True
OF-732f,False,False,False,False,False,1.984331488609314,-190.76138305664062,1.6290942430496216,-1,False
AU-605f,False,False,False,False,False,0.772512674331665,-105.71907806396484,1.461898684501648,-1,False
JS-367f,False,False,False,False,False,2.0689499378204346,-226.84225463867188,0.9418407082557678,-1,False
HV-029a,False,False,False,False,False,0.666972279548645,63.18867492675781,0.05695545673370361,-1,True
YA-471g,False,True,True,True,False,1.9548403024673462,-191.644287109375,1.0312453508377075,-1,False
IC-530g,False,False,False,False,False,1.9938098192214966,-221.95559692382812,0.6209522485733032,-1,False
XD-492f,False,True,True,True,False,2.321364641189575,-239.28330993652344,1.6058872938156128,-1,False
HY-976h,False,False,False,False,False,2.212965965270996,-226.3403778076172,0.5648424029350281,-1,False
HY-976e,False,False,False,False,False,1.0128357410430908,-174.08334350585938,10.179848670959473,-1,True
MG-594b,False,False,False,False,False,1.0486453771591187,-88.88140869140625,0.031112555414438248,-1,True
OF-363d,False,False,False,False,False,1.590211033821106,-189.5028839111328,17.92339515686035,-1,True
YA-711b,False,False,False,False,False,0.3625679016113281,135.6961212158203,0.007793208118528128,-1,True
NG-164g,False,False,False,False,False,1.7285382747650146,-206.16864013671875,1.9676152467727661,-1,False
XV-158f,False,False,False,False,False,0.9277560710906982,-174.95013427734375,1.0148992538452148,-1,False
MG-594c,False,False,False,False,False,1.0913867950439453,-162.53367614746094,0.6410176753997803,-1,False
NJ-215e,False,False,False,False,False,0.7813506722450256,-200.4987030029297,1.5526119470596313,-1,False
QR-697f,False,False,False,False,False,0.71612548828125,-242.9866485595703,1.2465928792953491,-1,False
YW-240f,False,False,False,False,False,1.058000087738037,-179.67709350585938,1.5499088764190674,-1,False
KQ-451b,False,False,False,False,False,0.3985879123210907,486.2431945800781,0.0029580893460661173,-1,True
YW-523a,False,False,False,False,False,0.9301064014434814,68.01438903808594,7.441189765930176,-1,True
CB-282d,True,True,True,True,False,0.8398381471633911,-122.10771179199219,1.1294783353805542,-1,False
HY-976b,False,False,False,False,False,1.25523841381073,-159.42543029785156,5.271327018737793,-1,True
GC-231c,False,False,False,False,False,1.1465659141540527,-81.77830505371094,2.4026858806610107,-1,True
EZ-190b,False,False,False,False,False,0.636879026889801,-169.4187774658203,0.22161543369293213,-1,True
KC-452d,False,False,False,False,False,0.3337952792644501,-197.53359985351562,0.00016402528854086995,-1,True
IC-530h,False,False,False,False,False,0.9448010921478271,-219.00299072265625,0.7430750131607056,-1,False
GK-115d,False,False,False,False,False,1.1577297449111938,-198.68446350097656,78.91942596435547,-1,True
KC-544a,False,False,False,False,False,0.8417202234268188,106.52631378173828,0.16591987013816833,-1,True
XD-354a,False,True,False,True,False,0.28791162371635437,66.67304992675781,0.027724063023924828,-1,True
KC-421f,False,False,False,False,False,0.8178884387016296,-128.22900390625,0.6337568163871765,-1,False
QR-697b,False,False,False,False,False,0.8460050225257874,-137.76187133789062,0.05361254885792732,-1,True
LB-476c,False,True,True,True,False,0.554394543170929,41.56333923339844,3.7771785259246826,-1,True
XV-158h,False,False,False,False,False,2.0361714363098145,-245.72891235351562,0.6322518587112427,-1,False
GC-231a,False,False,False,False,False,0.698108434677124,155.56080627441406,1.7996737957000732,-1,True
SO-838h,False,False,False,False,False,2.4271492958068848,-206.2032928466797,0.8237868547439575,-1,False
KQ-451g,False,False,False,False,False,2.4703574180603027,-54.72834396362305,0.626926064491272,-1,False
OY-569i,False,False,False,False,False,1.6889106035232544,-203.16148376464844,1.8603827953338623,-1,False
NJ-605c,False,False,False,False,False,0.728911280632019,41.69425964355469,5.733585357666016,-1,True
HY-976f,False,False,False,False,False,0.8152430653572083,-210.82662963867188,1.204676866531372,-1,False
HV-029e,False,False,False,False,False,1.6936758756637573,-219.5435333251953,8.593427658081055,-1,True
IC-530a,True,False,True,False,False,0.930801272392273,5.568282604217529,2.335249900817871,-1,True
HY-976c,False,False,False,False,False,0.8028265237808228,-170.406005859375,0.6047329306602478,-1,True
UI-938g,False,False,False,False,False,2.8129043579101562,-237.1055145263672,1.837179183959961,-1,False
UI-938a,False,False,False,False,False,0.7654554843902588,-123.05882263183594,13.87867546081543,-1,True
GY-694c,False,True,True,False,False,0.39016199111938477,-28.107511520385742,0.06669095158576965,-1,True
QR-697e,False,False,False,False,False,1.6374845504760742,-214.94842529296875,222.71490478515625,-1,True
HM-223b,True,False,True,True,False,0.6695377230644226,-115.83731079101562,2.0372018814086914,-1,True
YA-646a,False,False,False,False,False,0.24530723690986633,276.43243408203125,0.0007982984534464777,-1,True
OT-627a,True,True,True,True,True,0.7274051308631897,199.81259155273438,3.4085886478424072,-1,True
MG-594e,False,False,False,False,False,2.6506550312042236,-216.45126342773438,1.2339770793914795,-1,False
EZ-190e,False,False,False,False,False,0.8816248774528503,-228.1020050048828,0.6520751118659973,-1,False
GC-231f,False,False,False,False,False,0.7628178000450134,-183.70358276367188,1.550106406211853,-1,False
XV-158c,False,False,False,False,False,0.5156145095825195,-157.3620147705078,1.711567759513855,-1,False
XH-083c,True,True,True,True,False,0.9692220091819763,-179.9556121826172,24.322195053100586,-1,True
JK-758a,False,False,False,False,False,0.5205156207084656,77.97071075439453,2.582150936126709,-1,True
KC-424d,False,False,False,False,False,1.5473275184631348,-97.78924560546875,188.96469116210938,-1,True
QJ-382i,False,True,True,True,False,0.9535888433456421,-258.3248291015625,0.9796678423881531,-1,True
YW-240i,False,False,False,False,False,1.2663094997406006,-242.0950164794922,1.2492810487747192,-1,False
KI-439b,True,True,True,True,True,1.211966633796692,-167.12612915039062,6.740734100341797,-1,True
QJ-382g,True,True,True,True,False,1.624116063117981,-235.094482421875,1.5980416536331177,-1,False
UV-796a,True,True,True,True,False,1.1573147773742676,187.02110290527344,36.03092575073242,-1,True
SE-052e,False,True,True,True,False,1.1349722146987915,-216.52935791015625,20.294628143310547,-1,True
XV-158j,False,False,False,False,False,0.8743982315063477,-255.7602081298828,8.253127098083496,-1,True
JS-299d,False,False,False,False,False,1.4678343534469604,-155.40692138671875,60.43781661987305,-1,True
LG-758c,False,False,False,False,False,0.2492395043373108,98.14328002929688,0.05373615026473999,-1,True
GC-231b,False,False,False,False,False,1.0574127435684204,-131.1317901611328,4.504871845245361,-1,True
JK-758d,False,False,False,False,False,0.6325910687446594,-217.53713989257812,1.6186275482177734,-1,False
IC-530i,False,False,False,False,False,0.5927181243896484,-218.72271728515625,1.6402158737182617,-1,True
HY-976g,False,False,False,False,False,1.8968175649642944,-235.51536560058594,1.3808021545410156,-1,False
TD-298b,True,True,True,True,False,1.2614550590515137,-14.757644653320312,1.5339305400848389,-1,True
LB-716b,False,True,False,True,False,0.9638174176216125,-25.467296600341797,0.19474872946739197,-1,True
KC-544f,False,False,False,False,False,0.9591200351715088,-173.65042114257812,0.9965492486953735,-1,False
NJ-605d,False,False,False,False,False,1.020232915878296,-46.03767776489258,4.8777241706848145,-1,True
EZ-190c,False,False,False,False,False,0.7416061162948608,-112.76740264892578,25.872835159301758,-1,True
GH-209e,False,False,False,False,False,0.44598206877708435,-105.38835906982422,1.0558174848556519,-1,False
LG-758e,False,False,False,False,False,0.9261008501052856,-121.238525390625,0.33255836367607117,-1,True
OY-569j,False,False,False,False,False,1.2959213256835938,-221.78924560546875,102.85089874267578,-1,True
NJ-325b,False,False,False,False,False,1.1732465028762817,104.89517974853516,12.799644470214844,-1,True
JK-758e,False,False,False,False,False,1.3744529485702515,-235.43191528320312,1.4913688898086548,-1,False
WB-947g,False,True,False,False,False,1.4755140542984009,-202.41197204589844,0.7608688473701477,-1,False
GH-082d,False,True,False,True,False,0.7953073382377625,-69.30378723144531,0.0791153609752655,-1,True
OT-823a,True,True,True,True,False,0.808288037776947,48.89262390136719,0.6136050224304199,-1,True
YW-240e,True,True,True,True,False,1.506798505783081,-205.4311065673828,1.4115979671478271,-1,True
AJ-135d,False,False,False,False,False,0.9221755862236023,-208.8022918701172,0.6462130546569824,-1,True
MG-594d,False,False,False,False,False,1.868183970451355,-191.4439239501953,0.8782228231430054,-1,False
HM-301a,False,False,False,False,False,1.1047563552856445,109.36289978027344,4.623128890991211,-1,True
GM-844a,False,False,False,False,False,0.7692676186561584,298.1278381347656,1.603327751159668,-1,True
WU-974c,False,True,True,True,False,0.33257991075515747,64.42829132080078,0.13542887568473816,-1,True
NJ-325c,False,False,False,False,False,0.8426461815834045,9.720559120178223,0.007183385547250509,-1,True
YA-471c,False,True,True,True,False,0.9587873220443726,-76.70701599121094,54.287166595458984,-1,True
YA-424d,False,False,False,False,False,1.5491821765899658,-138.7410125732422,101.76702880859375,-1,True
AN-240a,False,False,False,False,False,1.144955039024353,290.01568603515625,86.51978302001953,-1,True
JS-299a,True,True,True,True,True,1.0345962047576904,33.79474639892578,1.2245652675628662,0.22716569900512695,True
QV-312a,False,False,False,False,False,1.202358365058899,-34.132164001464844,0.10109724849462509,-1,True
JS-299c,False,False,False,False,False,1.1715210676193237,-74.27201080322266,112.36873626708984,-1,True
NG-164f,False,False,False,False,False,2.2415714263916016,-145.8297882080078,1.8711152076721191,-1,False
OY-793a,False,False,False,False,False,1.1556975841522217,55.76459503173828,2.1274094581604004,-1,True
SG-875c,False,False,False,False,False,1.1361113786697388,-170.39334106445312,0.033201877027750015,-1,True
XS-305d,True,False,False,False,False,1.3597774505615234,-191.9908447265625,15.89101791381836,-1,True
UX-755a,False,False,False,False,False,1.1965783834457397,265.03814697265625,0.9479138255119324,-1,True
OS-456b,False,False,False,False,False,0.9607808589935303,-29.61804962158203,31.239852905273438,-1,True
BN-908a,True,True,True,True,False,0.9466428160667419,218.95315551757812,59.727142333984375,-1,True
KW-688a,False,True,True,True,False,0.9772587418556213,134.15858459472656,0.12199680507183075,-1,True
UX-674b,False,False,False,False,False,0.8291546106338501,-159.00132751464844,2.37825083732605,-1,True
UX-357a,False,False,False,False,False,0.6236682534217834,339.138671875,0.9856024980545044,-1,True
AX-128d,False,False,False,False,False,0.519439697265625,-108.74866485595703,1.3691011667251587,-1,False
AX-558b,False,False,False,False,False,1.0439274311065674,-25.397123336791992,10.960077285766602,-1,True
YA-424b,False,False,False,False,False,0.41184964776039124,116.01358032226562,0.03189237415790558,-1,True
OY-569h,False,False,False,False,False,2.2970755100250244,-195.44744873046875,0.5273590087890625,-1,False
HV-512b,True,True,True,True,False,0.7672111988067627,58.78959274291992,0.5276825428009033,-1,True
NH-555f,False,False,False,False,False,0.7764820456504822,-2.765019178390503,0.9802039265632629,-1,False
HV-029b,False,False,False,False,False,0.42707669734954834,-160.04859924316406,0.39783671498298645,-1,True
AX-215j,False,False,False,False,False,0.7945264577865601,-243.14329528808594,3.000654458999634,-1,True
BN-908e,True,True,True,True,False,0.9186932444572449,-149.79270935058594,1.8942608833312988,-1,False
OT-580d,True,True,True,True,True,1.145250916481018,-123.16895294189453,48.13898849487305,-1,True
CB-282c,False,False,False,False,False,1.492576241493225,-140.94020080566406,50.20008087158203,-1,True
HM-301c,False,False,False,False,False,0.6612619161605835,-42.66044998168945,7.736636638641357,-1,True
JK-758c,False,False,False,False,False,0.7055979371070862,-147.1311798095703,4.062902927398682,-1,True
KC-421g,False,False,False,False,False,1.8871574401855469,-188.97109985351562,1.145521879196167,-1,False
YW-240g,False,False,False,False,False,2.1483101844787598,-231.66664123535156,1.7933648824691772,-1,False
KC-424c,False,False,False,False,False,1.2804844379425049,49.87617492675781,26.379423141479492,-1,True
AM-884d,True,True,True,True,False,2.1041526794433594,-214.4989776611328,299.4776916503906,-1,True
KC-544c,False,False,False,False,False,0.5296899676322937,63.24455642700195,7.739099502563477,-1,True
YA-424c,False,False,False,False,False,0.8907036185264587,-53.450103759765625,4.940552234649658,-1,True
AN-240d,False,False,False,False,False,0.6567575931549072,-109.5128402709961,2.2704720497131348,-1,True
OF-552a,True,True,True,True,False,0.5375098586082458,-82.3863525390625,0.5979300141334534,-1,True
JS-009c,True,True,True,False,False,0.4563281536102295,-96.33251953125,3.9208202362060547,-1,True
XH-594e,True,True,True,True,False,0.9159237742424011,-143.3282012939453,1.264743685722351,-1,False
EW-943a,False,False,False,False,False,0.9397254586219788,114.56670379638672,26.440401077270508,-1,True
CB-282e,False,False,False,False,False,1.5253229141235352,-186.9917449951172,1.7176783084869385,-1,False
GK-439e,False,False,False,False,False,1.1334205865859985,-219.87069702148438,1.535064697265625,-1,True
OY-569f,False,False,False,False,False,0.808226466178894,-156.04486083984375,1.7505919933319092,-1,False
KC-452b,False,False,False,False,False,0.2740722596645355,-139.31817626953125,0.03472520411014557,-1,True
OY-793b,False,False,False,False,False,1.3189940452575684,83.46863555908203,49.98974609375,-1,True
JK-758b,False,False,False,False,False,0.6519687175750732,-161.19265747070312,6.138882637023926,-1,True
NH-555b,False,False,False,False,False,0.3442416787147522,428.06658935546875,0.00036465763696469367,-1,True
CH-115d,False,False,False,False,False,1.6172610521316528,-208.33155822753906,1.7290737628936768,-1,False
DX-916e,False,False,False,False,False,0.6822007298469543,-177.75001525878906,1.8661638498306274,-1,False
HM-301f,False,False,False,False,False,1.2648465633392334,-182.55194091796875,191.2095947265625,-1,True
BN-908c,False,False,False,False,False,0.30047163367271423,-54.38064956665039,0.06267963349819183,-1,True
FK-037c,True,True,True,True,False,0.6919416189193726,-63.91475296020508,0.6554464101791382,-1,True
EW-943d,False,False,False,False,False,1.2710473537445068,-132.7443389892578,4.695682048797607,-1,True
YA-424g,False,False,False,False,False,1.9990605115890503,-198.9577178955078,0.9501388669013977,-1,False
GK-439g,False,False,False,False,False,2.114342451095581,-233.14321899414062,1.028425931930542,-1,False
BN-908f,False,False,False,False,False,2.701822280883789,-200.97406005859375,1.6873010396957397,-1,False
AN-240c,False,False,False,False,False,1.082610011100769,-64.48686981201172,6.63118839263916,-1,True
CB-282f,False,False,False,False,False,2.7657418251037598,-191.4192657470703,1.2315211296081543,-1,False
JK-758f,False,False,False,False,False,1.6003721952438354,-242.72215270996094,1.9102275371551514,-1,False
AJ-135f,False,False,False,False,False,1.5728155374526978,-214.06484985351562,1.5040254592895508,-1,False
QJ-382c,True,True,True,True,False,0.6508735418319702,-171.5375213623047,6.439198970794678,-1,True
WU-882c,True,True,True,True,False,0.34878796339035034,-17.868066787719727,0.037829454988241196,-1,True
NH-555a,False,False,False,False,False,0.9733431339263916,1012.979736328125,69.89845275878906,-1,True
QQ-645c,False,False,False,False,False,1.4019120931625366,58.46481704711914,228.9884796142578,-1,True
DX-916b,False,False,False,False,False,1.1528940200805664,-0.2951982319355011,101.92859649658203,-1,True
AX-215c,False,False,False,False,False,0.3986847400665283,-18.379899978637695,0.006741324905306101,-1,True
UX-755d,False,False,False,False,False,0.4717136323451996,-35.25970458984375,2.016984224319458,-1,True
UX-674i,False,False,False,False,False,0.8527060747146606,-259.324951171875,10.240358352661133,-1,True
HM-301e,False,False,False,False,False,1.5031960010528564,-117.84405517578125,32.290103912353516,-1,True
QV-312b,False,False,False,False,False,0.6588399410247803,-155.81124877929688,0.799454927444458,-1,True
XS-305e,False,False,False,False,False,1.5869399309158325,-178.9175567626953,137.30557250976562,-1,True
AJ-135a,False,False,False,False,False,0.9508510828018188,-109.45377349853516,34.01154708862305,-1,True
NJ-325g,False,False,False,False,False,2.3114218711853027,-166.3245086669922,1.0539765357971191,-1,False
OY-793e,False,False,False,False,False,1.2877724170684814,-139.6920928955078,44.56406784057617,-1,True
IY-816c,True,True,True,True,True,0.7831323146820068,15.447670936584473,4.417222499847412,-1,True
FK-794b,True,True,True,True,True,1.2368887662887573,25.3662052154541,0.28093957901000977,-0.10000002384185791,True
YA-424h,False,False,False,False,False,1.3579161167144775,-227.17092895507812,1.3356356620788574,-1,False
UX-617d,False,False,False,False,False,0.8141064643859863,-200.07992553710938,2.2458934783935547,-1,True
UX-357d,False,False,False,False,False,0.8830251693725586,-1.274756669998169,18.654499053955078,-1,True
NH-555c,False,False,False,False,False,1.309197187423706,271.27508544921875,25.984500885009766,-1,True
AX-215b,False,False,False,False,False,0.922143816947937,242.40306091308594,28.713048934936523,-1,True
DX-916h,False,False,False,False,False,1.0180389881134033,-199.18116760253906,0.9376347661018372,-1,False
AN-240b,False,False,False,False,False,0.8569414019584656,-3.4201462268829346,0.5043068528175354,-1,True
XS-305i,False,False,False,False,False,1.2730119228363037,-261.1225891113281,0.8254960179328918,-1,True
XH-668f,False,False,False,False,False,0.7527422308921814,-144.56065368652344,1.0477663278579712,-1,False
GK-439a,False,False,False,False,False,0.8137168288230896,-135.1594696044922,2.590178966522217,-1,True
SO-838b,False,True,True,True,False,1.0976048707962036,238.24264526367188,52.85012435913086,-1,True
SG-875b,False,False,False,False,False,0.24901115894317627,-92.0442886352539,0.01122650783509016,-1,True
HV-029c,False,False,False,False,False,0.6700199842453003,-171.22715759277344,0.6158254146575928,-1,True
YW-240d,False,False,False,False,False,1.1092588901519775,-190.861328125,5.7358832359313965,-1,True
YW-240j,False,False,False,False,False,1.2896708250045776,-248.4857940673828,60.171627044677734,-1,True
AN-240f,False,False,False,False,False,0.602368175983429,-171.1245880126953,1.0700322389602661,-1,False
KW-976c,True,True,True,True,False,1.5026417970657349,-54.859073638916016,1.051216721534729,-1,True
UV-135d,False,True,True,True,False,0.33810073137283325,-178.10031127929688,0.04108342528343201,-1,True
OY-793d,False,False,False,False,False,0.5975608825683594,-114.67450714111328,2.476301908493042,-1,True
KC-421b,False,False,False,False,False,1.0422817468643188,157.06573486328125,6.221180438995361,-1,True
UX-755e,False,False,False,False,False,1.070183515548706,-50.002601623535156,0.849898099899292,-1,True
WC-702d,False,False,False,False,False,1.2081899642944336,-52.86637496948242,12.732490539550781,-1,True
EW-943c,False,False,False,False,False,1.335764765739441,-161.5722198486328,10.042255401611328,-1,True
HV-029f,False,False,False,False,False,0.8860095739364624,-187.72555541992188,0.5271728038787842,-1,False
KC-832c,False,False,False,False,False,1.3725618124008179,-101.8643569946289,15.111968994140625,-1,True
XS-305c,False,False,False,False,False,0.5951114892959595,-169.54287719726562,5.7895989418029785,-1,True
KC-452a,False,False,False,False,False,0.961009681224823,-115.56263732910156,2.214027166366577,-1,True
EL-179a,False,False,False,False,False,0.6261112093925476,115.71553802490234,0.013154173269867897,-1,True
HV-512a,False,False,True,False,False,0.8734253644943237,264.5971984863281,3.402371406555176,-1,True
BN-886a,False,False,False,False,False,1.0117015838623047,352.6081848144531,3.4061708450317383,-1,True
EL-179c,False,False,False,False,False,1.6051427125930786,-92.24188232421875,0.27978456020355225,-1,True
QV-164c,False,False,False,False,False,0.313894122838974,-172.85641479492188,0.01155975740402937,-1,True
NH-555h,False,False,False,False,False,2.9389219284057617,-122.9979476928711,1.4172539710998535,-1,False
AX-215g,False,False,False,False,False,1.9163336753845215,-165.58676147460938,0.9323198199272156,-1,False
QV-312d,False,False,False,False,False,0.935575008392334,-197.6003875732422,36.98799514770508,-1,True
YA-424f,False,False,False,False,False,2.1330840587615967,-195.5000762939453,0.8454288244247437,-1,False
YW-523c,False,False,False,False,False,0.23307837545871735,-55.2987060546875,0.002784855430945754,-1,True
HV-029d,False,False,False,False,False,0.8905002474784851,-170.08827209472656,4.986687660217285,-1,True
KC-832b,False,False,False,False,False,0.6458315849304199,95.08284759521484,1.7758290767669678,-1,True
QV-312c,False,False,False,False,False,0.7640777826309204,-176.89491271972656,2.0828723907470703,-1,True
EW-943b,False,False,False,False,False,0.9945458173751831,-149.9600067138672,0.36765292286872864,-1,True
OF-185f,False,False,False,False,False,0.650667130947113,-175.54046630859375,1.730686068534851,-1,False
KC-421e,False,False,False,False,False,1.0011725425720215,-155.7405548095703,0.7095887064933777,-1,True
XS-305h,True,False,False,False,False,1.1170973777770996,-228.24154663085938,0.6253204941749573,-1,False
OF-185e,False,False,False,False,False,0.5211656093597412,-177.55523681640625,1.3173352479934692,-1,False
QQ-001b,True,True,True,True,True,0.8073592185974121,-3.739917516708374,0.8796219229698181,-1,True
AN-240e,False,False,False,False,False,0.6737168431282043,-145.85968017578125,2.104640007019043,-1,True
AJ-135g,False,False,False,False,False,1.0085099935531616,-248.39808654785156,1.042486548423767,-1,False
WC-702e,False,False,False,False,False,1.4637850522994995,-111.20868682861328,1.2854139804840088,-1,True
YW-523d,False,False,False,False,False,1.3728551864624023,-126.38866424560547,30.550851821899414,-1,True
EL-179e,False,False,False,False,False,0.6979414820671082,-171.95457458496094,1.7652419805526733,-1,False
JS-761c,True,True,True,True,False,0.3088738024234772,-170.69203186035156,0.07287085801362991,-1,True
SG-875d,False,False,False,False,False,1.1869409084320068,-202.44033813476562,0.043273117393255234,-1,True
KC-220a,False,False,False,False,False,0.7492762804031372,395.53326416015625,16.010435104370117,-1,True
YA-424e,False,False,False,False,False,0.7303876280784607,-163.04563903808594,1.9932861328125,-1,False
GK-439b,False,False,False,False,False,1.2131786346435547,-154.70510864257812,31.940383911132812,-1,True
AM-628a,False,False,False,False,False,0.443371057510376,72.69464874267578,0.1405436098575592,-1,True
AM-628h,False,False,False,False,False,1.3783053159713745,-196.3925018310547,0.8548306226730347,-1,False
VI-270a,False,False,False,False,False,0.8735721111297607,393.067138671875,0.1290799081325531,-1,True
EW-943f,False,False,False,False,False,1.8805073499679565,-211.39878845214844,1.1750863790512085,-1,False
AN-240g,False,False,False,False,False,1.3033714294433594,-207.4987030029297,0.755955159664154,-1,False
NJ-325i,False,False,False,False,False,1.2922327518463135,-228.44107055664062,0.9656174778938293,-1,False
AJ-135c,False,False,False,False,False,0.5793210864067078,-202.25563049316406,0.6453099846839905,-1,True
QV-312e,False,False,False,False,False,0.5006662607192993,-184.78488159179688,1.268228530883789,-1,False
NG-114a,False,False,False,False,False,0.5746695399284363,155.5033721923828,0.2789345383644104,-1,True
QV-164a,False,False,False,False,False,0.40206536650657654,-138.00320434570312,0.012920977547764778,-1,True
OS-456c,False,False,False,False,False,1.2978934049606323,-97.91423797607422,7.236896514892578,-1,True
CC-674c,False,False,False,False,False,0.3471217155456543,-169.06532287597656,0.0813978761434555,-1,True
EW-943e,False,False,False,False,False,1.6948596239089966,-212.92747497558594,196.64389038085938,-1,True
GM-212d,False,False,False,False,False,1.188052773475647,-19.982799530029297,66.3257827758789,-1,True
YP-888f,False,False,False,False,False,0.8061480522155762,-216.67359924316406,0.7615457773208618,-1,False
IY-816g,False,False,False,False,False,2.1447718143463135,-174.09165954589844,1.7773972749710083,-1,False
KC-424f,False,False,False,False,False,1.3159687519073486,-169.57618713378906,1.7544407844543457,-1,False
EY-303b,True,True,True,True,False,0.4342145025730133,-1.8003255128860474,0.2920985519886017,-1,True
XS-305b,False,False,False,False,False,0.7117708921432495,-64.55599975585938,0.005838221870362759,-1,True
LB-506g,True,True,True,True,False,1.1366417407989502,-249.5078125,0.9950507879257202,-1,False
GM-844g,False,False,False,False,False,2.4010701179504395,-190.64382934570312,0.7320305109024048,-1,False
GK-439f,False,False,False,False,False,1.054351806640625,-224.98660278320312,0.612651526927948,-1,False
YP-888e,False,False,False,False,False,1.2575527429580688,-169.20907592773438,40.45820617675781,-1,True
BS-658e,False,True,True,True,False,0.677093505859375,-210.5596466064453,1.0794001817703247,-1,True
